ICD_CODE,NAME
28263,Sickle-cell/Hb-C disease
28269,Other sickle-cell anemia
2827,Other hemoglobinopathies
2828,Other specified hereditary hemolytic anemias
2829,"Hereditary hemolytic anemia, unspecified"
283,*Acquired hemolytic anemias
2830,Autoimmune hemolytic anemias
2831,*Non-autoimmune hemolytic anemias
28310,"Non-autoimmune hemolytic anemias, unspecified"
28311,"Non-autoimmune hemolytic anemias, Hemolytic-uremic syndrome"
28319,"Other non-autoimmune hemolytic anemias, unspecified"
2832,Hemoglobinuria due to hemolysis from external causes
2839,"Acquired hemolytic anemia, unspecified"
284,*Aplastic anemia
2840,Constitutional aplastic anemia
2848,Other specified aplastic anemias
2849,"Aplastic anemia, unspecified"
285,*Other and unspecified anemias
2850,Sideroblastic anemia
2851,Acute posthemorrhagic anemia
2852,*Anemia in chronic illness
28521,Anemia in end-stage renal disease
28522,Anemia in neoplastic disease
28529,Anemia of other chronic illness
2858,Other specified anemias
2859,"Anemia, unspecified"
286,*Coagulation defects
2860,Congenital factor VIII disorder
2861,Congenital factor IX disorder
2862,Congenital factor XI deficiency
2863,Congenital deficiency of other clotting factors
2864,von Willebrand's disease
2865,Hemorrhagic disorder due to circulating anticoagulants
2866,Defibrination syndrome
2867,Acquired coagulation factor deficiency
2869,Other and unspecified coagulation defects
287,*Purpura and other hemorrhagic conditions
2870,Allergic purpura
2871,Qualitative platelet defects
2872,Other nonthrombocytopenic purpuras
2873,Primary thrombocytopenia
2874,Secondary thrombocytopenia
2875,"Thrombocytopenia, unspecified"
2878,Other specified hemorrhagic conditions
2879,Unspecified hemorrhagic conditions
288,*Diseases of white blood cells
2880,Agranulocytosis
2881,Functional disorders of polymorphonuclear neutrophils
2882,Genetic anomalies of leukocytes
2883,Eosinophilia
2888,Other specified disease of white blood cells
2889,Unspecified disease of white blood cells
289,*Other diseases of blood and blood-forming organs
2890,"Polycythemia, secondary"
2891,Chronic lymphadenitis
2892,Nonspecific mesenteric lymphadenitis
2893,"Lymphadenitis, unspecified, except mesenteric"
2894,Hypersplenism
2895,*Other diseases of spleen
28950,"Diseases of spleen, unspecified"
28951,Chronic congestive splenomegaly
28959,Other diseases of spleen
2896,Familial polycythemia
2897,Methemoglobinemia
2898,Other specified diseases of blood and blood-forming organs
2899,Unspecified diseases of blood and blood-forming organs
290,*Senile and presenile organic psychotic conditions
2900,"Senile dementia, uncomplicated"
2901,*Presenile dementia
29010,Presenile dementia uncomplicated
29011,Presenile dementia with delirium
29012,Presenile dementia with delusional features
29013,Presenile dementia with depressive features
2902,*Senile dementia with delusional or depressive features
29020,Senile dementia with delusional features
29021,Senile dementia with depressive features
2903,Senile dementia with delirium
2904,*Arteriosclerotic dementia
29040,Arteriosclerotic dementia uncomplicated
29041,Arteriosclerotic dementia with delirium
29042,Arteriosclerotic dementia with delusional features
29043,Arteriosclerotic dementia with depressive features
2908,Other specified senile psychotic conditions
2909,Unspecified senile psychotic condition
291,*Alcoholic psychoses
2910,Alcohol withdrawal delirium
2911,Alcohol amnestic syndrome
2912,Other alcoholic dementia
2913,Other withdrawal hallucinosis
2914,Idiosyncratic alcohol intoxication
2915,Alcoholic jealousy
2918,*Other specified alcoholic psychosis
29181,Alcohol withdrawal
29189,Other specified alcoholic psychosis
2919,Unspecified alcoholic psychosis
292,*Drug psychoses
2920,Drug withdrawal syndrome
2921,*Paranoid and/or hallucinatory states induced by drugs
29211,Drug-induced organic delusional syndrome
29212,Drug-induced hallucinosis
2922,Pathological drug intoxication
2928,*Other specified drug-induced mental disorders
29281,Drug-induced delirium
29282,Drug-induced dementia
29283,Drug-induced amnestic syndrome
29284,Drug-induced organic affective syndrome
29289,Other specified drug-induced mental disorders
2929,Unspecified drug-induced mental disorder
293,*Transient organic psychotic conditions
2930,Acute delirium
2931,Subacute delirium
2938,*Other specified transient organic mental disorders
29381,Organic delusional syndrome
29382,Organic hallucinosis syndrome
29383,Organic affective syndrome
29384,Organic anxiety syndrome
29389,Other specified transient organic mental disorders
2939,Unspecified transient organic mental disorder
294,*Other organic psychotic conditions (chronic)
2940,Amnestic syndrome
2941,*Dementia in conditions classified elsewhere
29410,Dementia in conditions classified elsewhere without behavior disturbance
29411,Dementia in conditions classified elsewhere with behavior disturbance
2948,Other specified organic brain syndromes (chronic)
2949,Unspecified organic brain syndrome (chronic)
295,*Schizophrenic disorders
2950,*Simple type
29500,"Schizophrenic disorders, simple type, unspecified"
29501,"Schizophrenic disorders, simple type, subchronic"
29502,"Schizophrenic disorders, simple type, chronic"
29503,"Schizophrenic disorders, simple type, subchronic with acute exacerbation"
29504,"Schizophrenic disorders, simple type, chronic with acute exacerbation"
29505,"Schizophrenic disorders, simple type, in remission"
2951,*Disorganized type
29510,"Schizophrenic disorders, disorganized type, unspecified"
29511,"Schizophrenic disorders, disorganized type, subchronic"
29512,"Schizophrenic disorders, disorganized type, chronic"
29513,"Schizophrenic disorders, disorganized type, subchronic with acute exacerbation"
29514,"Schizophrenic disorders, disorganized type, chronic with acute exacerbation"
29515,"Schizophrenic disorders, disorganized type, in remission"
2952,*Catatonic type
29520,"Schizophrenic disorders, catatonic type, unspecified"
29521,"Schizophrenic disorders, catatonic type, subchronic"
29522,"Schizophrenic disorders, catatonic type, chronic"
29523,"Schizophrenic disorders, catatonic type, subchronic with acute exacerbation"
29524,"Schizophrenic disorders, catatonic type, chronic with acute exacerbation"
29525,"Schizophrenic disorders, catatonic type, in remission"
2953,*Paranoid type
29530,"Schizophrenic disorders, paranoid type, unspecified"
29531,"Schizophrenic disorders, paranoid type, subchronic"
29532,"Schizophrenic disorders, paranoid type, chronic"
29533,"Schizophrenic disorders, paranoid type, subchronic with acute exacerbation"
29534,"Schizophrenic disorders, paranoid type, chronic with acute exacerbation"
29535,"Schizophrenic disorders, paranoid type, in remission"
2954,*Acute schizophrenic episode
29540,"Acute schizophrenic episode, unspecified"
29541,"Acute schizophrenic episode, subchronic"
29542,"Acute schizophrenic episode, chronic"
29543,"Acute schizophrenic episode, subchronic with acute exacerbation"
29544,"Acute schizophrenic episode, chronic with acute exacerbation"
29545,"Acute schizophrenic episode, in remission"
2955,*Latent schizophrenia
29550,"Latent schizophrenia, unspecified"
29551,"Latent schizophrenia, subchronic"
29552,"Latent schizophrenia, chronic"
29553,"Latent schizophrenia, subchronic with acute exacerbation"
29554,"Latent schizophrenia, chronic with acute exacerbation"
29555,"Latent schizophrenia, in remission"
2956,*Residual schizophrenia
29560,"Residual schizophrenia, unspecified"
29561,"Residual schizophrenia, subchronic"
29562,"Residual schizophrenia, chronic"
29563,"Residual schizophrenia, subchronic with acute exacerbation"
29564,"Residual schizophrenia, chronic with acute exacerbation"
29565,"Residual schizophrenia, in remission"
2957,*Schizo-affective type
29570,"Schizo-affective type, unspecified"
29571,"Schizo-affective type, subchronic"
29572,"Schizo-affective type, chronic"
29573,"Schizo-affective type, subchronic with acute exacerbation"
29574,"Schizo-affective type, chronic with acute exacerbation"
29575,"Schizo-affective type, in remission"
2958,*Other specified types of schizophrenia
29580,"Other specified types of schizophrenia, unspecified"
29581,"Other specified types of schizophrenia, subchronic"
29582,"Other specified types of schizophrenia, chronic"
29583,"Other specified types of schizophrenia, subchronic with acute exacerbation"
29584,"Other specified types of schizophrenia, chronic with acute exacerbation"
29585,"Other specified types of schizophrenia, in remission"
2959,*Unspecified schizophrenia
29590,"Unspecified schizophrenia, unspecified"
29591,"Unspecified schizophrenia, subchronic"
29592,"Unspecified schizophrenia, chronic"
29593,"Unspecified schizophrenia, subchronic with acute exacerbation"
29594,"Unspecified schizophrenia, chronic with acute exacerbation"
29595,"Unspecified schizophrenia, in remission"
296,*Affective psychoses
2960,*Manic disorder single episode
29600,"Manic disorder, single episode, unspecified"
29601,"Manic disorder, single episode, mild"
29602,"Manic disorder, single episode, moderate"
29603,"Manic disorder, single episode, severe without mention of psychotic behavior"
29604,"Manic disorder, single episode, severe specified as with psychotic behavior"
29605,"Manic disorder, single episode, in partial or unspecified remission"
29606,"Manic disorder, single episode, in full remission"
2961,"*Manic disorde, recurrent episode"
29610,"Manic disorder, recurrent episode, unspecified"
29611,"Manic disorder, recurrent episode, mild"
29612,"Manic disorder, recurrent episode, moderate"
29613,"Manic disorder, recurrent episode, severe without mention of psychotic behavior"
29614,"Manic disorder, recurrent episode, severe specified as with psychotic behavior"
29615,"Manic disorder, recurrent episode, in partial or unspecified remission"
29616,"Manic disorder, recurrent episode, in full remission"
2962,"*Major depressive disorder, single episode"
29620,"Major depressive disorder, single episode, unspecified"
29621,"Major depressive disorder, single episode, mild"
29622,"Major depressive disorder, single episode, moderate"
29623,"Major depressive disorder, single episode, severe without mention of psychotic behavior"
29624,"Major depressive disorder, single episode, severe specified as with psychotic behavior"
29625,"Major depressive disorder, single episode, in partial  or unspecified remission"
29626,"Major depressive disorder, single episode, in full remission"
2963,"*Major depressive disorder, recurrent episode"
29630,"Major depressive disorder, recurrent episode, unspecified"
29631,"Major depressive disorder, recurrent episode, mild"
29632,"Major depressive disorder, recurrent episode, moderate"
29633,"Major depressive disorder, recurrent episode, severe without mention of psychotic behavior"
29634,"Major depressive disorder, recurrent episode, severe specified as with psychotic behavior"
29635,"Major depressive disorder, recurrent episode, in partial or unspecified remission"
29636,"Major depressive disorder, recurrent episode, in full remission"
2964,"*Bipolar affective disorder, manic"
29640,"Bipolar affective disorder, manic, unspecified"
29641,"Bipolar affective disorder, manic, mild"
29642,"Bipolar affective disorder, manic, moderate"
29643,"Bipolar affective disorder, manic, severe without mention of psychotic behavior"
29644,"Bipolar affective disorder, manic, severe specified as with psychotic behavior"
29645,"Bipolar affective disorder, manic, in partial or unspecified remission"
29646,"Bipolar affective disorder, manic, in full remission"
2965,"*Bipolar affective disorder, depressed"
29650,"Bipolar affective disorder, depressed, unspecified"
29651,"Bipolar affective disorder, depressed, mild"
29652,"Bipolar affective disorder, depressed, moderate"
29653,"Bipolar affective disorder, depressed, severe without mention of psychotic behavior"
29654,"Bipolar affective disorder, depressed, severe specified as with psychotic behavior"
29655,"Bipolar affective disorder, depressed, in partial or unspecified remission"
29656,"Bipolar affective disorder, depressed, in full remission"
2966,"*Bipolar affective disorder, mixed"
29660,"Bipolar affective disorder, mixed, unspecified"
29661,"Bipolar affective disorder, mixed, mild"
29662,"Bipolar affective disorder, mixed, moderate"
29663,"Bipolar affective disorder, mixed, sever without mention of psychotic behavior"
29664,"Bipolar affective disorder, mixed, sever specified as with psychotic behavior"
29665,"Bipolar affective disorder, mixed, in partial or unspecified remission"
29666,"Bipolar affective disorder, mixed, in full remission"
2967,"Bipolar affective disorder, unspecified"
2968,"*Manic-depressive psychosis, other and unspecified"
29680,"Manic-depressive psychosis, unspecified"
29681,Atypical manic disorder
29682,Atypical depressive disorder
29689,Other manic-depressive psychosis
2969,*Other and unspecified affective psychoses
29690,Unspecified affective psychoses
29699,Other specified affective psychoses
297,*Paranoid states
2970,"Paranoid state, simple"
2971,Paranoia
2972,Paraphrenia
2973,Shared paranoid disorder
2978,Other specified paranoid states
2979,Unspecified paranoid state
298,*Other nonorganic psychoses
2980,Depressive type psychosis
2981,Excitative type psychosis
